adresse;codinsee;infoloc;acceshandi;payant;hommes;femmes;unisexe;enfants;web;openinghoursspecification;provenance;gid;lon;lat
Place Charles Hernu;69266;Au sud ouest de la place;True;True;;;;;;"[{'opens': '06:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Villeurbanne, Open Street Map;197;4,862425100000147;45,770308999997155
34 Rue Victor Hugo;69282;;True;True;;;;;;;Open Street Map;572;4,990244199998825;45,79213909999716
Place De Croix Luizet;69266;Au nord ouest de la place;True;True;;;;;;"[{'opens': '06:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Villeurbanne, Open Street Map;198;4,882956899999935;45,780866799997156
6 Rue Ada Byron;69266;;True;True;;;;;;;Open Street Map;186;4,867852500000092;45,78181679999715
8 Rue Ada Byron;69266;;True;True;;;;;;;Open Street Map;187;4,867675400000094;45,78223579999716
1 Rue du Canal;69266;;;True;True;True;;;;;Open Street Map;173;4,893825450167826;45,78619974999596
Place Victor Balland;69266;Au sud ouest de la place;True;True;;;;;;"[{'opens': '06:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Villeurbanne, Open Street Map;199;4,899324199999766;45,76619609999717
Place Wilson;69266;Au nord ouest de la place;True;True;;;True;;;"[{'opens': '06:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Villeurbanne, Open Street Map;200;4,867613400000093;45,77406759999715
Place De La Mairie;69271;Sur parking;;;;;;;;;Métropole de Lyon, Open Street Map;203;4,971698599999019;45,743664299997164
Place De La République;69271;Sur parking;;;;;;;;;Métropole de Lyon, Open Street Map;204;4,971995199999016;45,74616669999716
Place Louis Pradel;69271;Côté rue zénézini;;;;;;;;;Métropole de Lyon, Open Street Map;205;4,96479889999909;45,74689369999716
14 Avenue de Montmartin;69273;;;;;;;;;;Open Street Map;207;4,923992599999513;45,67289959999715
201 Route de Marennes;69273;;;;;;;;;;Open Street Map;208;4,906427899999695;45,65427489999714
73 Rue Marcel Mérieux;69273;;;;;;;;;;Open Street Map;209;4,924755699999507;45,67536039999716
Lieudit Corbège et Tâches Ouest;69273;;;;;;;;;;Open Street Map;210;4,925729299999496;45,672792799997154
Place Charles Jocteur;69273;Proche entrée mairie;;;;;;;;;Métropole de Lyon, Open Street Map;211;4,899584999999764;45,671204199997156
Rue De L'aviation;69273;Proche angle chemin de grange blanche;;;;;;;;;Métropole de Lyon, Open Street Map;213;4,904275300000173;45,665979699997145
Rue Des Frères Lumière;69273;Proche angle avenue corbetta;;;;;;;;;Métropole de Lyon, Open Street Map;214;4,895246099999809;45,66488539999715
Place De La Libération;69275;Sur parking;;;;;;;;;Métropole de Lyon, Open Street Map;217;4,947557099999267;45,769063699997155
Place Henri Barbusse;69275;;;;;;;;;;Métropole de Lyon, Open Street Map;218;4,965149899999086;45,762865499997154
Place Mendès France;69275;Sur parking;;;;;;;;;Métropole de Lyon, Open Street Map;219;4,9669582999990665;45,77542109999716
Place Roger Salengro;69275;Côté poste - vers arrêt bus;;;;;;;;;Métropole de Lyon, Open Street Map;220;4,956090299999179;45,768279799997146
Place de Stepanavan;69275;;;;;;;;;;Open Street Map;221;4,9383583999993625;45,76844819999717
Place Claudius Béry;69276;Proche rue andré gelas;;;;;;;;;Métropole de Lyon, Open Street Map;222;4,849113350046689;45,66543834999683
Place De L'eglise;69276;;;;;;;;;;Métropole de Lyon, Open Street Map;223;4,8554439000002185;45,667389599997165
Place De La Mairie;69278;Sous le parking couvert, au bas escalier;;;;;;;;;Métropole de Lyon, Open Street Map;224;4,8411506000418605;45,89745094999698
Rue De La Grande Verchère;69278;Entrée parking cimetière;;;;;;;;;Métropole de Lyon, Open Street Map;225;4,849899000000278;45,898203499997166
Rue Des Ecoles;69278;Dans le square général de gaulle - face n°64;;;;;;;;;Métropole de Lyon, Open Street Map;226;4,840271550014483;45,89759114999707
10 Place Général de Gaulle;69279;;;;;;;;;;Open Street Map;227;5,046872599998239;45,79645779999715
15ter Rue du Repos;69279;;;;;;;;;;Open Street Map;228;5,042183399998287;45,79369439999715
Lieudit La Carnote;69279;;;;;;;;;;Open Street Map;229;5,048373499998223;45,79568889999716
20 Rue de Marseille;69282;;;;;;;;;;Open Street Map;230;5,011563399998606;45,76055009999717
77bis Rue Louis Saulnier;69282;;;;;;;;;;Open Street Map;232;5,0003887999987215;45,76101859999716
7bis Allée Joannès Gonon;69282;;;;;;;;;;Open Street Map;233;5,001108099998714;45,766123799997146
Lieudit Les Panettes;69282;;;;;;;;;;Open Street Map;235;5,030936499998406;45,76322389999715
1  Rue Du 19 Mars 1962;69283;A côte de la Halle;;;;;;;;;ville de Mions, Open Street Map;236;4,957458399999171;45,66547559999715
Rue De L'egalité;69283;Proche angle rue joanny sage;;;;;;;;;Métropole de Lyon, Open Street Map;238;4,9563609999991805;45,66690579999716
714 Rue Centrale;69284;Vers place de la poype - face au n°731;True;True;;;;;;;Métropole de Lyon, Open Street Map;239;4,863430500000138;45,880985799997156
Rue Centrale;69284;Entrée parking "bibliothèque municipale" - vers mairie;;;;;;;;;Métropole de Lyon, Open Street Map;240;4,8586510000001875;45,87852159999715
8 Rue Jean Jaurès;69282;;;True;;;True;;;;Open Street Map;234;5,007138499998652;45,76645959999715
14 10ème Rue Cité Berliet;69290;;;;;;;;;;Open Street Map;250;4,8972446999997885;45,703557399997166
6ème Rue Cité Berliet;69290;Angle 2ème avenue cité berliet;;;;;;;;;Métropole de Lyon, Open Street Map;256;4,900770999999752;45,70500569999716
Allée Du Fort;69290;;;;;;;;;;Métropole de Lyon, Open Street Map;257;4,963904799999102;45,69537139999716
Montée De La Carnière;69290;Proche centre d'action social;True;;;;True;;;;Métropole de Lyon, Open Street Map;261;4,943248199999315;45,69748579999715
Place De L'hôtel De Ville Charles Ottina;69290;Face n°35;True;True;;;True;;;;Métropole de Lyon, Open Street Map;262;4,9359365999993905;45,69447149999715
Place Roger Salengro;69290;;;;;;;;;;Métropole de Lyon, Open Street Map;264;4,937334099999376;45,690563299997166
Rue Honoré De Balzac;69290;;;;;;;;;;Métropole de Lyon, Open Street Map;265;4,977340099998963;45,70647249999715
Rue Jean-Jacques Rousseau;69290;Sur le parking;;;;;;;;;Métropole de Lyon, Open Street Map;266;4,943283099999314;45,70020919999716
Rue Rhin Et Danube;69290;Angle rue rhin et danube et rue louis braille;;;;;;;;;Métropole de Lyon, Open Street Map;267;4,949012299999255;45,69593479999715
15 Avenue du Bel Air;69292;;;;;;;;;;Open Street Map;268;4,8666455000001045;45,828891699997165
39 Boulevard Castellane;69292;;True;;;;True;;;;Open Street Map;270;4,872467400000043;45,82216309999716
4 Avenue du Val de Saône;69292;;True;;;;True;;;;Open Street Map;271;4,8755960000000105;45,827383199997165
3 Route de Saint Trivier;69293;;True;True;;;True;;;;Open Street Map;272;4,878163799999985;45,83204329999715
47 Place de la Mairie;69296;;;;;;;;;;Open Street Map;273;4,840756600000368;45,63967469999715
18 Quai Saint Vincent;69381;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-quai-saint-vincent;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;275;4,820570600000581;45,768039699997146
20 Place Louis Pradel;69381;;;;True;True;;;;;Open Street Map;277;4,837386299955389;45,76836819999683
9 Place Colbert;69381;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-colbert;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;280;4,834617400000435;45,772263599997146
Montée De L Amphithéâtre;69381;coté Mairie 1er;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-montee-de-lamphitheatre;;ville de Lyon, Open Street Map;281;4,830454800000478;45,769457899997164
Parc Sutter;69381;dans jardin;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-parc-sutter;"[{'opens': '08:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;282;4,827037600000513;45,77279229999715
Place Chardonnet;69381;;True;True;;;;;;;ville de Lyon, Open Street Map;283;4,834011100000442;45,77093579999716
Place Gabriel Rambaud;69381;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-gabriel-rambaud;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;284;4,8295891000004865;45,76801329999715
12 Rue Dugas Montbel;69382;;True;True;True;;;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-rue-dugas-montbel;;ville de Lyon, Open Street Map;286;4,822805500000557;45,74885489999715
13 Cours Suchet;69382;;True;True;True;;;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-cours-suchet;;ville de Lyon, Open Street Map;287;4,823070800000554;45,74730649999715
21 Quai Tilsitt;69382;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-quai-tilsitt;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;288;4,826192700000522;45,756013199997156
26 Cours Bayard;69382;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-cours-bayard;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;289;4,823776900000547;45,74287009999716
32 Quai Saint Antoine;69382;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-quai-saint-antoine;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;291;4,831406000000468;45,762072199997164
Square Docteur Bouvier;69384;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-square-henon;;ville de Lyon, Open Street Map;344;4,825271900000532;45,779943899997164
39 Rue Smith;69382;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-de-lhippodrome;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;292;4,823659200000547;45,74442039999715
7 Rue D'auvergne;69382;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-ampere;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;293;4,828770300000495;45,75329929999715
8 Quai Des Célestins;69382;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-quai-des-celestins;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;294;4,830450800000477;45,760352399997146
Place Carnot;69382;ouest;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-carnot-ouest;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;296;4,827094600000512;45,75119929999717
Place De La République;69382;;True;True;;;True;;;"[{'opens': '08:00', 'closes': '19:30', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday']}]";ville de Lyon, Open Street Map;298;4,835821800000422;45,761071299997155
100a Cours Lafayette;69383;;True;True;;;;;;;Open Street Map;299;4,850409300000272;45,762241199997156
102 Cours Lafayette;69383;;True;True;;;;;;;Open Street Map;301;4,850877500000266;45,763055499997165
19 Quai Victor Augagneur;69383;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-quai-victor-augagneur;"[{'opens': '06:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;302;4,84077180000037;45,759011699997146
1bis Place Antonin Jutard;69383;;True;;;;True;;;;Open Street Map;303;4,841227700000367;45,75661239999715
20 Rue De La Villette;69383;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-rue-de-la-villette;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;304;4,861757100000155;45,76263539999715
24 Rue Gabillot;69383;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-rue-gabillot;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;305;4,8647339000001235;45,75702259999715
28 Quai Victor Augagneur;69383;;True;True;;;;;;;Open Street Map;306;4,840570500000373;45,757449099997146
53 Cours Eugénie;69383;en face;True;True;True;True;;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-cours-eugenie;;ville de Lyon, Open Street Map;308;4,887724799999886;45,74444289999714
86 Rue Paul Bert;69383;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-rue-paul-bert;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;312;4,85158510000026;45,75705819999716
92 Avenue Maréchal De Saxe;69383;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-avenue-de-saxe;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;313;4,845592700000321;45,75993869999715
Avenue Des Acacias;69383;dans parc;True;True;;;;;;"[{'opens': '08:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;314;4,881535099999949;45,75283879999715
Esplanade Nelson Mandela;69383;;True;True;;;;;;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;315;4,861947500000152;45,75378799999715
23 Quai Claude Bernard;69387;;;;;;;;;;Open Street Map;396;4,834509000000436;45,74936279999716
35 Cours Général Giraud;69381;;True;True;True;;;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-cours-general-giraud;;ville de Lyon, Open Street Map;569;4,820206600000583;45,76891069999715
Place Bir-Hakeim ;69383;coté F. Faure;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-bir-hakeim;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;316;4,854973600000225;45,753037799997166
Place D'arsonval;69383;;;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-darsonval;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;317;4,879023299999975;45,74359679999716
Place De La Reconnaissance;69383;;True;True;;;True;;;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;318;4,8840941999999234;45,75416419999716
Place Des Martyrs De La Résistance;69383;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-des-martyrs-de-la-resistance;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;319;4,853325100000242;45,75688269999715
Place Djibraël Bahadourian;69383;;True;True;;;;;;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;320;4,8452805500836895;45,757101849996616
Place Guichard;69383;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-guichard;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;322;4,8477248000003;45,75931249999715
Quai Victor Augagneur;69383;;;;True;True;;;;;Open Street Map;325;4,8407061000003715;45,75982949999715
Rue Professeur Rochaix;69383;angle rue G.David;True;True;;;True;;;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;328;4,877484599986682;45,747789799997065
Rue Turenne;69383;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-ballanche;;Open Street Map;329;4,843397000000344;45,75604559999716
1 Rue Lebrun;69384;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-montee-du-boulevard;;ville de Lyon, Open Street Map;330;4,836661500000414;45,77473139999715
118 Rue Philippe de Lassalle;69384;;;;;;;;;;Open Street Map;331;4,820583100000581;45,78349289999715
3 Rue Aimé Boussange;69384;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-rue-aime-boussange;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;334;4,834752000000433;45,77534279999715
43 Chemin Vert;69384;;;True;;;True;;;;Open Street Map;335;4,8139402000006495;45,777934799997155
68 Rue Eugène Pons;69384;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-rue-eugene-pons;;ville de Lyon, Open Street Map;336;4,840031300000378;45,77960779999715
Petit Parc Serin;69384;;True;True;;;;;;;ville de Lyon, Open Street Map;338;4,810778600000681;45,77644079999716
Place Camille Flammarion;69384;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-camille-flammarion;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;339;4,8202906000005825;45,77943089999715
Place Commandant Arnaud;69384;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-du-commandant-arnaud;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;340;4,8348116000004335;45,77968499999716
14 Rue Docteur Edmond Locard;69385; Parc Mairie;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-parc-mairie-du-5e;"[{'opens': '08:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;345;4,801295100000779;45,75750109999716
21 Rue de la Garde;69385;;;True;;;True;;;;Open Street Map;346;4,7898399000008975;45,76050499999716
3 Esplanade de Fourvière;69385;;True;True;;;;;;;Open Street Map;347;4,822739500000557;45,76297799999714
43 Rue Du Cardinal Gerlier;69385;en face;True;True;;;;;;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;349;4,812310500000665;45,76149159999716
Place Abbé Larue;69385; angle rue des Tourelles;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-abbe-larue;;ville de Lyon, Open Street Map;353;4,818668900000599;45,75587689999716
Place Bâtonnier Valansio;69385;;True;True;;;;;;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;354;4,824806700000536;45,758127899997156
6 Rue de l'Antiquaille;69385;;;True;;;;;;;Open Street Map;350;4,821006400386306;45,7591698999945
Place Du Docteur Schweitzer;69385;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-du-docteur-schweitzer;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;357;4,787230700000925;45,75611839999715
Place Du Père François Varillon;69385;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-du-pere-varillon;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;358;4,815845300000628;45,75744159999715
Rue De Champvert;69385;;;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-parc-champvert;;ville de Lyon, Open Street Map;361;4,796214100000832;45,763409199997156
Rue Roger Radisson;69385;;True;True;;;;;;;ville de Lyon, Open Street Map;364;4,815566300000633;45,75915269999715
Square Jean Tricou;69385;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-square-tricou;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;365;4,807096000000719;45,75496839999715
11 Quai Du Général Sarrail;69386;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-quai-general-sarrail;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;367;4,841382700000365;45,765448699997165
163 Rue Duguesclin;69386;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-square-louis-blanc;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;369;4,848079800000296;45,76429149999714
