adresse;codinsee;infoloc;acceshandi;payant;hommes;femmes;unisexe;enfants;web;openinghoursspecification;provenance;gid;lon;lat
3  Quai Pasteur;69143;Vers pont de neuville;True;True;;;True;;;;ville de Neuville-sur-Saône, Métropole de Lyon, Open Street Map;529;4,838142900000401;45,87685239999716
Rue Professeur Deperet;69244;Sur le parking du rond-point d'alaï;;;;;;;;;Métropole de Lyon, Open Street Map;530;4,7659276000011435;45,75144299999715
Chemin de la Bletta;69256;;;;;;;;;;Open Street Map;531;4,940177999999342;45,80015649999716
20 Avenue Gaston Berger;69266;;True;True;;;;;;;Open Street Map;532;4,870355800000066;45,78214179999715
21 Rue Cornavent;69275;;;;;;;;;;Open Street Map;533;4,9649795999990864;45,76999629999717
Avenue Jean Macé;69275;Sur parking du stade;;;;;;;;;Métropole de Lyon, Open Street Map;534;4,955916999999181;45,765514699997155
25-27  Rue Du 11 Novembre 1962;69283;Sur le plateau du gymnase Tardy;;;;;;;;;ville de Mions, Métropole de Lyon, Open Street Map;535;4,9550063501115105;45,66159959999626
49 Cours Général Giraud;69381;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-cours-general-giraud-2;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;536;4,823926100000545;45,76939769999714
Place Pierre Renaudel;69383;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-renaudel;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;537;4,857489100000199;45,75733339999716
21 Place De La Croix-Rousse;69384;en face;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-de-la-croix-rousse;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;539;4,832380000000459;45,77546679999715
7 Rue De La Garde;69385;en face ex-poney club;;True;;;;;;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;540;4,790315900000892;45,76001049999715
Rue Pierre Sémard;69091;;True;True;;;;;;;Open Street Map;528;4,765745800001135;45,58496669999715
Avenue Adolphe Max;69385;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-avenue-du-doyenne;"[{'opens': '08:00', 'closes': '19:30', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;541;4,826362600000519;45,760034899997144
Place César Geoffray;69385;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-cesar-geoffray;"[{'opens': '05:00', 'closes': '13:00', 'dayOfWeek': ['http://schema.org/Wednesday']}]";ville de Lyon, Open Street Map;542;4,783916600000957;45,74960729999715
Rue Du Cimetière;69069;Face entrée du cimetière;True;True;;;;;;;Métropole de Lyon, Open Street Map;527;4,725118100001564;45,740357599997154
130 Rue Vendôme;69386;en face angle rue Vauban;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-rue-vendome;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;543;4,845900200000319;45,76502639999714
Place Jean Macé;69387;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-jean-mace;"[{'opens': '06:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;544;4,841938200000358;45,745951899997166
228 Avenue Berthelot;69388;;;;True;True;;;;;Open Street Map;545;4,857672749971536;45,74000664999694
290  Route De Vienne;69388;;True;True;;;;;;"[{'opens': '08:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;546;4,852342400000251;45,72644379999714
Avenue Jean Monnet;69029;;True;True;True;True;;;;;Open Street Map;547;4,929575599999454;45,725589499997156
104 Avenue Général Frère;69388;;True;True;;;True;;;;Open Street Map;548;4,877716199999989;45,73024909999716
12 Rue Enrico Fermi;69266;;;True;True;True;;;;;Open Street Map;549;4,868037000198987;45,78322034999585
4 Rue Jean-Baptiste Lamarck;69266;;;True;;;True;;;;Open Street Map;550;4,869240350215257;45,77991949999573
1 Avenue De Grande-Bretagne;69386;;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-avenue-de-grande-bretagne;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;551;4,843606700000342;45,776621499997155
2 Rue Henri Legay;69266;;;;;;;;;;Open Street Map;553;4,913974599999614;45,75907839999715
Avenue Général De Gaulle;69068;Face au n°103;True;True;;;True;;;;Métropole de Lyon, Open Street Map;554;4,831905800000465;45,84649579999715
3 Place Raspail;69387;;True;True;;;;;;;Open Street Map;556;4,8402420000003765;45,755938999997156
13  Rue De La Mairie ;69072;Place de l'Eglise, sous le porche ;True;True;;;;;;;ville de Dardilly, Métropole de Lyon, Open Street Map;557;4,753835100001272;45,80541019999715
23  Chemin De La Pierre Blanche;69072;Sur le parking du Barriot;True;True;;;;;;;ville de Dardilly, Métropole de Lyon, Open Street Map;558;4,750244400001311;45,81912149999718
38  Avenue De Verdun;69072;Proche cimetière;True;True;;;;;;;ville de Dardilly, Métropole de Lyon, Open Street Map;559;4,751415200001299;45,80974579999716
107  Rue Ampère;69152;Accès possible vers l'église;True;True;;;;;;;ville de Pierre-Bénite, Métropole de Lyon, Open Street Map;560;4,819063100000594;45,702827499997156
6  Chemin Du Grand Perron;69152;Angle chemin de montmein (cimetière);;True;;;;;;;ville de Pierre-Bénite, Métropole de Lyon, Open Street Map;561;4,8114995000006715;45,70619469999714
Boulevard De L'europe;69152;Face rue vaillant couturier - square claude beaumont    face au n° 16 bl de;;True;;;;;;;ville de Pierre-Bénite, Métropole de Lyon, Open Street Map;95;4,82140590000057;45,70717179999715
Place De La Paix;69152;Proximité Mairie;True;True;;;;;;;ville de Pierre-Bénite, Métropole de Lyon, Open Street Map;563;4,826431800000517;45,70367759999716
Place Jean Jaurès;69152;Vers portail services techniques;True;True;;;;;;;ville de Pierre-Bénite, Métropole de Lyon, Open Street Map;564;4,823857600000544;45,70356049999715
Allée des Allivoz;69282;;;;;;;;;;Open Street Map;565;4,983870199998891;45,794567799997154
Lieudit Alivoz;69282;;;;;;;;;;Open Street Map;566;4,982666899998904;45,79506059999716
Boulevard De La Croix-Rousse;69384;Parking;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-parking-de-la-mairie-du-4e;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;567;4,8289170000004935;45,77428739999716
Allée Du Textile;69256;Esplanade Tase;True;True;;;;;;;ville de Vaulx-en-Velin, Métropole de Lyon, Open Street Map;568;4,924975199999501;45,76104909999715
34 Chemin de Montray;69202;;;True;;;;;;;Open Street Map;552;4,797288500000819;45,73348539999715
Parc Des Droits De L'homme;69266;;True;True;;;;;;;ville de Villeurbanne, Open Street Map;461;4,888488299999878;45,76490419999715
2  Place De Montréal;69387;vers lycée international;;;;;;;;"[{'opens': '06:30', 'closes': '22:30', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon;575;4,821917302105659;45,72827374985222
4 Place Anatole France;69149;;;;;;;;;;Open Street Map;576;4,805205100000737;45,71498509999715
Montée Du Belvédère / Rue De Bissardon;69034;Bas;True;True;True;;;;;;ville de Caluire-et-Cuire, Open Street Map;505;4,839578800000384;45,781731199997154
Av De L'europe;69286;Mt blanc (bar livingstone);True;True;;;;;;"[{'opens': '00:00', 'closes': '23:59', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Rillieux-la-Pape, Métropole de Lyon, Open Street Map;241;4,8940340999998195;45,81410969999716
Avenue Lattre De Tassigny;69286;Apres barriére pompier;True;True;;;;;;"[{'opens': '00:00', 'closes': '23:59', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Rillieux-la-Pape, Métropole de Lyon, Open Street Map;242;4,9039597999997175;45,81176489999716
Chemin De La Chapelle;69286;Parking de la chapelle vers route de strasbourg;True;True;;;;;;"[{'opens': '00:00', 'closes': '23:59', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Rillieux-la-Pape, Métropole de Lyon, Open Street Map;243;4,880970399999955;45,80362489999716
Place De Verdun;69286;;True;True;;;;;;"[{'opens': '00:00', 'closes': '23:59', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Rillieux-la-Pape, Métropole de Lyon, Open Street Map;244;4,8963916999997945;45,82084909999715
Place Du Château;69383;;;;;;;;;"[{'opens': '06:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon;577;4,887219424539254;45,74992739245322
Square Polnard;69034;Square polnard;True;True;;;True;;;;ville de Caluire-et-Cuire, Métropole de Lyon, Open Street Map;579;4,840766700000371;45,78297149999715
Place Du Marché Alagniers;69286;Vers terrain de pétanque;True;True;;;;;;"[{'opens': '00:00', 'closes': '23:59', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Rillieux-la-Pape, Métropole de Lyon, Open Street Map;245;4,895662399999804;45,812565399997155
Place Maréchal Juin;69286;;True;True;;;;;;"[{'opens': '00:00', 'closes': '23:59', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Rillieux-la-Pape, Métropole de Lyon, Open Street Map;247;4,905257099999704;45,81795329999716
Rue De La Barse;69286;Vers place du château;True;True;;;;;;"[{'opens': '00:00', 'closes': '23:59', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Rillieux-la-Pape, Métropole de Lyon, Open Street Map;249;4,895150899999808;45,82478339999715
Rue De La Barse;69286;Vers place du château;True;True;;;;;;"[{'opens': '00:00', 'closes': '23:59', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Rillieux-la-Pape, Métropole de Lyon, Open Street Map;248;4,895611199999804;45,82451259999715
Face Au 31 Avenue Général Leclerc;69266;;True;True;;;;;;"[{'opens': '06:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Villeurbanne, Open Street Map;594;4,8907960999998545;45,75746399999716
8 Rue Professeur Paul Sisley;69383;dans parc;;;;;;;;;ville de Lyon;600;4,8684599989635515;45,752162980177644
 Rue Edouard Millaud;69204;Vers la Maison Ricard;True;True;;;;;;;ville de Saint-Genis-Laval;645;4,786791479073665;45,6929897257303
179  Avenue De Gadagne;69204;Dans les vestiaires;True;True;;;;;;;ville de Saint-Genis-Laval;646;4,78679783796815;45,689856396319
45  Avenue Georges Clemenceau;69204;Parc Villa Chapuis;True;True;;;;;;;ville de Saint-Genis-Laval;647;4,79495596261702;45,6986066523375
80  Route De Vourles;69204;Dans les vestiaires;True;True;;;;;;;ville de Saint-Genis-Laval;648;4,78919050615281;45,6836229740494
Rue de l'Epargne;69387;;;;;;;;;;Open Street Map;612;4,855208900000222;45,74467539999716
Allée Du Lac;69386;Roseraie;;;;;;;;"[{'opens': '06:30', 'closes': '22:30', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon;615;4,850640413164519;45,78132190003376
Voie sans dénomination;69029;;True;True;;;;;;;Open Street Map;616;4,89992819999976;45,74652459999715
27 Avenue du Doyen Jean Lépine;69029;;True;True;;;;;;;Open Street Map;617;4,90372219999972;45,747916599997154
Place Ennemond Romand;69259;;;;;;;;;;Métropole de Lyon, Open Street Map;618;4,858580200000188;45,724922099997144
Voie sans dénomination;69271;;True;True;;;;;;;Open Street Map;206;4,951604799999227;45,73104849999716
271  Cours Lafayette ;69386;angle rue d'Inkermann ;True;True;;;True;;https://www.lyon.fr/lieu/sanitaires/sanitaire-public-cours-lafayette;"[{'opens': '06:00', 'closes': '02:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon, Open Street Map;620;4,866010600000111;45,76382699999715
Allée Achille Lignon;69386;côté Parc Tête d'Or;;;;;;;;"[{'opens': '05:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon;621;4,852074056944784;45,77869409375925
87bis Rue Trarieux;69383;;;;;;;;;;Open Street Map;624;4,888669699999877;45,74525309999716
2811  Quai Pasteur;69143;Vers pont de neuville;True;True;;;;;;;ville de Neuville-sur-Saône, Métropole de Lyon;625;4,838376858;45,87593253
Rue Du Commandant Israël;69194;A côté du cimetière;;;;;;;;;ville de Saint-Didier-au-Mont-d’Or;626;4,798509639792199;45,80518890972183
5 Avenue Simone Veil;69275;;;;;;;;;;Open Street Map;627;4,980391099998927;45,76861099999715
Place Ennemond Fousseret;69385;;True;True;;;True;;;;Open Street Map;628;4,82927370000049;45,76476499999714
Rue Olympe De Gouges;69266;Angle Rue Charlotte Delbo;True;True;;;True;;;"[{'opens': '06:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Villeurbanne, Open Street Map;202;4,919144699999562;45,76147819999714
Place de la Résistance Henri Arnaud;69273;;;;True;True;;;;;Open Street Map;629;4,898846399999773;45,66846359999715
Lieudit Le Grand Montout;69275;;;True;;;True;;;;Open Street Map;630;4,982369499998908;45,766917699997165
Place Ferdinand Buisson;69290;;True;True;;;;;;;Métropole de Lyon, Open Street Map;632;4,940670599999342;45,69573869999715
Allée Du Parc Aux Daims;69386;Parc aux daims;;;;;;;;"[{'opens': '06:30', 'closes': '22:30', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";ville de Lyon;633;4,8531543753546496;45,77544626520611
3 Place Général Jean Raby;69029;;;;;;;;;;Open Street Map;634;4,909027699999667;45,74859559999716
Chemin des Muguets;69081;;;;;;;;;;Open Street Map;635;4,77519090000105;45,78980569999716
Place Antoine Saunier;69256;;True;True;;;;;;;ville de Vaulx-en-Velin, Métropole de Lyon, Open Street Map;636;4,929136199999458;45,78576589999716
95 Square Jean Jaurès;69149;Rue pierre sémard - face n° 95;True;True;;;;;;;Métropole de Lyon, Open Street Map;637;4,817920100000606;45,71823299999715
Avenue Louis Dufour;69034;Cimetière;True;True;;;;;;;ville de Caluire-et-Cuire;638;4,851704689052845;45,80239826388318
12  Chemin Du Coulouvrier;69040;;;;;;;;;;ville de Champagne-au-Mont-d'Or;639;4,779185045123042;45,79759401138337
Rue De La Mairie;69040;à côté de la place de la Liberté;;;;;;;;;ville de Champagne-au-Mont-d'Or;640;4,789414882119136;45,79425359967498
Place De La Mairie;69046;;;;;;;;;;Métropole de Lyon;641;4,794444006382375;45,64927516271366
Place Du 8 Mai;69143;;;;;;;;;;Métropole de Lyon;642;4,840810929436047;45,87783355904846
Chemin Charmet;69152;;;True;;;;;;;ville de Pierre-Bénite;643;4,813535849604574;45,69837734311071
 Allée De L’équinoxe;69204;;True;True;;;;;;;ville de Saint-Genis-Laval;644;4,78571198502563;45,6840537457898
